label,id,title,artist,creator,total_length,star_rating,bpm,ar,cs,hit_length,od,genre,circles,sliders,spinners,slider_ratio,base_bpm,total_notes,mean_distance,std_distance,stream_density,kiai_note_ratio,kiai_mean_dist,kiai_note_count,interval_variance,mean_interval_ms,notes_per_second,mean_velocity,mean_sliders_length,rhythm_complexity,burst_density,speed_index,alt_ratio,interval_variance_log,ar_od_ratio
consistency_maps,895822,New World,FELT,Natsu,241,5.7589,195.0,9.0,4.0,212,8.0,video_game,551.0,405.0,1.0,0.42,195.0,957.0,116.93,83.77,0.21,0.29,120.52,281.0,369300.14,249.76,4.01,0.47,355.85,0.03,0.08,40.95,0.16,12.82,0
consistency_maps,903820,New World,FELT,Natsu,241,4.36537,195.0,9.0,4.0,212,7.0,video_game,301.0,443.0,1.0,0.59,195.0,745.0,125.7,75.54,0.08,0.32,125.43,235.0,472723.86,320.93,3.12,0.39,380.25,0.03,0.05,15.6,0.17,13.07,0
consistency_maps,904132,New World,FELT,Natsu,239,3.17891,195.0,6.5,3.5,211,5.0,video_game,112.0,408.0,3.0,0.78,195.0,523.0,144.08,73.72,0.01,0.32,151.07,166.0,670041.76,452.55,2.21,0.32,435.9,0.04,0.0,1.95,0.08,13.42,0
consistency_maps,904133,New World,FELT,Natsu,239,1.95247,195.0,3.0,2.0,199,2.0,video_game,36.0,201.0,5.0,0.83,195.0,242.0,180.02,71.98,0.0,0.34,152.08,82.0,2138576.4,979.89,1.02,0.18,831.98,0.08,0.0,0.0,0.03,14.58,0
consistency_maps,904134,New World,FELT,Natsu,239,2.48994,195.0,5.0,3.0,195,4.0,video_game,91.0,240.0,3.0,0.72,195.0,334.0,144.45,69.64,0.01,0.4,140.93,133.0,1562316.44,709.4,1.41,0.2,647.74,0.09,0.0,1.95,0.09,14.26,0
consistency_maps,982089,New World,FELT,Natsu,239,3.61736,195.0,8.0,3.7,210,6.0,video_game,231.0,310.0,4.0,0.57,195.0,545.0,122.5,87.86,0.13,0.35,104.73,193.0,710183.88,434.25,2.31,0.28,524.61,0.04,0.07,25.35,0.08,13.47,0
consistency_maps,1083102,Platonic Love,Kano,Fycho,211,5.68807,190.0,9.0,4.1,183,8.5,rock,527.0,304.0,0.0,0.37,190.0,831.0,156.31,80.94,0.18,0.39,137.45,320.0,135898.56,231.14,4.33,0.68,356.07,0.02,0.05,34.2,0.17,11.82,0
consistency_maps,1083192,Platonic Love,Kano,Fycho,211,5.05933,190.0,9.0,4.0,183,7.0,rock,456.0,319.0,0.0,0.41,190.0,775.0,131.48,69.15,0.11,0.38,122.03,292.0,144373.11,247.86,4.04,0.53,358.88,0.02,0.03,20.9,0.17,11.88,0
consistency_maps,1083231,Platonic Love,Kano,Fycho,211,3.42672,190.0,7.5,4.0,174,6.0,rock,174.0,317.0,0.0,0.65,190.0,491.0,115.76,60.26,0.05,0.39,111.31,191.0,436333.03,391.52,2.56,0.3,485.64,0.03,0.02,9.5,0.09,12.99,0
consistency_maps,1083295,Platonic Love,Kano,Fycho,211,2.12183,190.0,3.0,3.0,167,2.0,rock,96.0,156.0,0.0,0.62,190.0,252.0,134.92,58.26,0.0,0.39,140.99,99.0,1207483.51,763.69,1.31,0.18,914.77,0.05,0.0,0.0,0.03,14.0,0
consistency_maps,1083296,Platonic Love,Kano,Fycho,211,2.40649,190.0,5.0,3.2,175,4.0,rock,147.0,213.0,0.0,0.59,190.0,360.0,111.14,49.36,0.0,0.35,116.39,126.0,590744.63,533.94,1.88,0.21,693.39,0.03,0.0,0.0,0.13,13.29,0
consistency_maps,1494695,ONENESS,Roselia,Underdogs,118,2.4543,190.0,5.0,3.5,110,3.0,video_game,56.0,151.0,2.0,0.72,100.0,209.0,121.47,50.2,0.07,0.2,124.82,41.0,726015.95,564.69,1.78,0.22,575.03,0.1,0.07,7.0,0.06,13.5,0
consistency_maps,1496706,ONENESS,Roselia,Underdogs,119,1.89648,190.0,3.5,3.0,107,2.0,video_game,52.0,73.0,2.0,0.57,100.0,127.0,155.1,50.77,0.0,0.2,143.01,26.0,1195992.72,933.44,1.08,0.17,1020.48,0.18,0.0,0.0,0.07,13.99,0
consistency_maps,1496707,ONENESS,Roselia,Underdogs,118,3.46055,190.0,7.5,3.5,118,5.5,video_game,85.0,210.0,1.0,0.71,100.0,296.0,127.23,58.0,0.22,0.18,140.36,52.0,63383.39,398.15,2.52,0.32,463.72,0.08,0.12,22.0,0.12,11.06,0
consistency_maps,1496709,ONENESS,Roselia,Underdogs,118,5.04787,190.0,9.0,4.0,118,8.0,video_game,224.0,187.0,1.0,0.45,100.0,412.0,150.13,72.02,0.51,0.19,157.82,79.0,37652.12,285.59,3.51,0.53,430.36,0.06,0.11,51.0,0.16,10.54,0
consistency_maps,1506402,ONENESS,Roselia,Underdogs,118,5.64999,190.0,9.3,4.0,118,8.5,video_game,304.0,167.0,1.0,0.35,100.0,472.0,166.63,85.36,0.58,0.18,190.28,84.0,25379.2,249.21,4.02,0.67,387.29,0.05,0.1,58.0,0.13,10.14,0
consistency_maps,1518441,ONENESS,Roselia,Underdogs,118,4.53096,190.0,8.8,4.0,118,7.0,video_game,161.0,211.0,1.0,0.57,100.0,373.0,139.86,68.69,0.39,0.17,142.35,65.0,44790.94,315.53,3.18,0.44,432.2,0.06,0.13,39.0,0.15,10.71,0
consistency_maps,1572198,Now On Stage!!,nonet,Fycho,107,5.5085,170.0,9.2,4.2,106,8.8,video_game,318.0,119.0,1.0,0.27,170.0,438.0,179.08,92.1,0.09,0.0,0.0,0.0,18126.82,242.09,4.14,0.74,401.13,0.03,0.03,15.3,0.11,9.81,0
consistency_maps,1573595,Now On Stage!!,nonet,Fycho,107,1.82324,170.0,3.0,3.0,107,2.0,video_game,51.0,80.0,3.0,0.6,170.0,134.0,149.37,65.63,0.0,0.0,0.0,0.0,346374.82,797.43,1.26,0.19,970.55,0.13,0.0,0.0,0.05,12.76,0
consistency_maps,1573638,Now On Stage!!,nonet,Fycho,107,4.77902,170.0,9.0,4.0,106,7.5,video_game,270.0,136.0,2.0,0.33,170.0,408.0,137.71,83.78,0.1,0.0,0.0,0.0,21212.41,259.94,3.86,0.53,402.9,0.04,0.03,17.0,0.12,9.96,0
consistency_maps,1573670,Now On Stage!!,nonet,Fycho,107,2.37954,170.0,5.0,3.5,106,4.0,video_game,99.0,131.0,1.0,0.57,170.0,231.0,120.83,57.23,0.0,0.0,0.0,0.0,32069.46,460.36,2.18,0.26,565.78,0.05,0.0,0.0,0.14,10.38,0
consistency_maps,1573860,Now On Stage!!,nonet,Fycho,107,3.62004,170.0,8.0,4.0,106,6.5,video_game,127.0,188.0,1.0,0.59,170.0,316.0,125.8,63.58,0.05,0.0,0.0,0.0,25780.62,335.85,2.99,0.37,427.1,0.05,0.03,8.5,0.11,10.16,0
consistency_maps,1588910,ONENESS,Roselia,Underdogs,118,6.47697,190.0,9.6,3.5,118,9.0,video_game,343.0,178.0,1.0,0.34,100.0,522.0,191.01,104.99,0.66,0.17,201.06,90.0,34623.81,225.29,4.45,0.85,371.23,0.05,0.04,66.0,0.15,10.45,0
consistency_maps,2462331,Paranoid Lost,Halozy,Lugu,198,5.45726,176.0,9.2,3.8,187,8.6,video_game,388.0,228.0,3.0,0.37,176.0,619.0,167.45,91.02,0.09,0.26,192.34,161.0,226683.8,302.52,3.31,0.55,446.95,0.03,0.0,15.84,0.1,12.33,0
consistency_maps,2462332,Paranoid Lost,Halozy,Lugu,198,4.44936,176.0,9.0,3.5,169,7.5,video_game,274.0,284.0,3.0,0.51,176.0,561.0,141.34,91.25,0.16,0.25,151.64,142.0,249458.55,319.24,3.14,0.44,410.42,0.03,0.08,28.16,0.12,12.43,0
consistency_maps,2462333,Paranoid Lost,Halozy,Lugu,198,6.07567,176.0,9.4,4.0,179,8.8,video_game,410.0,246.0,3.0,0.37,176.0,659.0,168.45,102.19,0.23,0.24,190.59,156.0,76354.38,271.7,3.69,0.62,441.37,0.03,0.06,40.48,0.11,11.24,0
consistency_maps,2462439,"Pink Kurage to, Sotto, Kiss o Shita.",ShinRa-Bansho,UberFazz,229,7.5322,194.0,9.6,3.8,224,9.5,rock,924.0,284.0,1.0,0.23,194.0,1209.0,176.68,114.56,0.29,0.29,215.79,355.0,47473.52,188.05,5.32,0.94,323.21,0.04,0.04,56.26,0.18,10.77,0
consistency_maps,2465580,"Pink Kurage to, Sotto, Kiss o Shita.",ShinRa-Bansho,UberFazz,229,4.06672,194.0,8.0,3.0,220,7.0,rock,378.0,387.0,1.0,0.51,194.0,766.0,102.03,73.17,0.13,0.3,113.89,226.0,116444.25,296.94,3.37,0.34,384.87,0.06,0.06,25.22,0.1,11.67,0
consistency_maps,2469061,Paranoid Lost,Halozy,Lugu,198,2.38511,176.0,6.0,3.2,167,4.5,video_game,150.0,196.0,4.0,0.56,176.0,350.0,109.67,52.09,0.01,0.0,0.0,0.0,443343.56,504.44,1.99,0.22,557.28,0.06,0.01,1.76,0.07,13.0,0
consistency_maps,2470722,"Pink Kurage to, Sotto, Kiss o Shita.",ShinRa-Bansho,UberFazz,229,5.46834,194.0,9.0,3.8,219,8.5,rock,553.0,379.0,1.0,0.41,194.0,933.0,119.27,80.76,0.19,0.3,122.37,283.0,99727.77,243.74,4.11,0.49,335.82,0.05,0.03,36.86,0.15,11.51,0
consistency_maps,2475126,Paranoid Lost,Halozy,Lugu,198,3.4375,176.0,8.0,3.5,177,7.0,video_game,160.0,291.0,3.0,0.64,176.0,454.0,119.77,72.64,0.0,0.3,124.51,136.0,528565.22,412.71,2.43,0.29,441.85,0.04,0.0,0.0,0.13,13.18,0
consistency_maps,2485186,"Pink Kurage to, Sotto, Kiss o Shita.",ShinRa-Bansho,UberFazz,229,6.36547,194.0,9.4,4.0,221,9.0,rock,779.0,313.0,0.0,0.29,194.0,1092.0,143.84,104.34,0.27,0.36,165.57,393.0,43776.12,208.21,4.81,0.69,358.72,0.04,0.03,52.38,0.16,10.69,0
consistency_maps,2626052,Pink Lemonade,Sangatsu no Phantasia,RealCuT,265,6.28794,191.0,9.3,4.0,250,8.0,unspecified,1037.0,310.0,0.0,0.23,191.0,1347.0,164.84,99.56,0.2,0.52,168.89,699.0,99144.94,194.3,5.15,0.85,327.86,0.02,0.03,38.2,0.18,11.5,0
consistency_maps,2663986,Prima Stella,Kano,Kowari,257,6.19345,180.0,9.3,4.0,257,9.0,pop,895.0,320.0,1.0,0.26,180.0,1216.0,147.15,119.02,0.37,0.32,144.45,388.0,39711.15,210.77,4.75,0.7,432.47,0.02,0.05,66.6,0.14,10.59,0
consistency_maps,2728185,Neverland,the peggies,1 miss,209,5.64231,184.0,9.2,4.0,206,8.0,rock,617.0,279.0,2.0,0.31,184.0,898.0,130.97,69.59,0.1,0.44,146.65,393.0,38661.16,230.02,4.35,0.57,379.27,0.03,0.02,18.4,0.17,10.56,0
consistency_maps,2751743,Neverland,the peggies,1 miss,209,3.6055,184.0,8.0,3.5,201,6.0,rock,217.0,339.0,1.0,0.61,184.0,557.0,124.48,75.9,0.07,0.45,122.21,249.0,81812.73,370.51,2.7,0.34,441.6,0.04,0.03,12.88,0.17,11.31,0
consistency_maps,2791233,Oxalis,Wolpis Kater,Tocorn,286,8.60985,252.0,10.0,3.5,265,9.5,rock,889.0,518.0,0.0,0.37,252.0,1407.0,221.73,106.12,0.06,0.22,273.61,304.0,142943.86,202.28,4.95,1.1,277.76,0.02,0.01,15.12,0.14,11.87,0
consistency_maps,2829376,Poco Loco,Carlito,Sytho,198,8.11049,120.0,10.0,3.7,179,9.1,pop,771.0,250.0,0.0,0.24,120.0,1021.0,238.93,111.75,0.74,0.2,344.43,209.0,77708.45,185.78,5.39,1.29,311.5,0.01,0.08,88.8,0.11,11.26,0
consistency_maps,2893406,Oxalis,Wolpis Kater,Tocorn,286,5.4455,252.0,9.2,3.7,265,8.6,rock,411.0,661.0,2.0,0.62,252.0,1074.0,154.12,80.85,0.03,0.21,160.33,229.0,183424.8,265.11,3.78,0.58,301.03,0.02,0.01,7.56,0.11,12.12,0
consistency_maps,2902513,Oxalis,Wolpis Kater,Tocorn,286,7.718,252.0,9.8,3.8,265,9.4,rock,754.0,589.0,0.0,0.44,252.0,1343.0,184.23,95.23,0.06,0.22,220.99,296.0,148858.05,211.92,4.72,0.87,283.07,0.02,0.01,15.12,0.11,11.91,0
consistency_maps,2903363,Oxalis,Wolpis Kater,Tocorn,286,6.74349,252.0,9.6,3.8,265,9.3,rock,714.0,606.0,2.0,0.46,252.0,1322.0,170.3,96.49,0.04,0.21,208.89,277.0,150071.19,215.34,4.65,0.79,278.74,0.02,0.01,10.08,0.1,11.92,0
consistency_maps,2920768,Oxalis,Wolpis Kater,Tocorn,286,4.89494,252.0,9.0,3.5,265,7.0,rock,234.0,691.0,2.0,0.75,252.0,927.0,160.96,85.73,0.02,0.22,193.04,207.0,214042.73,307.19,3.26,0.52,307.95,0.02,0.01,5.04,0.13,12.27,0
consistency_maps,3036139,Neverland,the peggies,1 miss,209,4.79872,184.0,9.0,4.0,206,8.0,rock,428.0,319.0,0.0,0.43,184.0,747.0,131.76,74.62,0.09,0.42,146.67,313.0,61395.74,276.47,3.62,0.48,417.35,0.04,0.02,16.56,0.2,11.03,0
consistency_maps,3036162,Neverland,the peggies,1 miss,209,5.81219,184.0,9.4,4.0,206,9.0,rock,598.0,232.0,6.0,0.28,184.0,836.0,173.96,85.02,0.12,0.46,185.25,384.0,53128.16,247.1,4.05,0.7,432.54,0.03,0.02,22.08,0.16,10.88,0
consistency_maps,326864,Red Like Roses part I & II,Jeff Williams,Kotayo,518,7.39286,210.0,9.8,4.0,507,9.0,anime,1402.0,585.0,15.0,0.29,140.0,2002.0,179.44,92.97,0.07,0.25,182.27,499.0,139726.74,258.57,3.87,0.69,424.5,0.04,0.01,9.8,0.1,11.85,0
consistency_maps,623699,Red Like Roses part I & II,Jeff Williams,Kotayo,518,7.35279,210.0,9.8,4.0,322,9.0,anime,1028.0,420.0,1.0,0.29,140.0,1449.0,189.82,85.67,0.06,0.0,0.0,0.0,49648.97,221.77,4.51,0.86,382.05,0.02,0.01,8.4,0.1,10.81,0
consistency_maps,774965,Remote Control,kradness&Reol,Taeyang,301,5.68253,165.0,9.2,4.0,295,9.0,electronic,693.0,479.0,1.0,0.41,165.0,1173.0,178.0,103.92,0.19,0.35,237.06,409.0,44599.82,255.74,3.91,0.7,371.01,0.02,0.04,31.35,0.12,10.71,0
consistency_maps,915210,quaver,dj TAKA,Monstrata,204,7.36206,182.0,9.6,4.0,203,9.0,video_game,967.0,208.0,1.0,0.18,182.0,1176.0,189.12,103.25,0.09,0.12,343.1,138.0,4062.25,172.57,5.8,1.1,247.38,0.02,0.01,16.38,0.05,8.31,0
consistency_maps,917129,quaver,dj TAKA,Monstrata,204,6.0738,182.0,9.4,4.0,203,8.5,video_game,783.0,244.0,2.0,0.24,182.0,1029.0,163.71,82.54,0.13,0.11,247.8,116.0,11371.65,197.17,5.08,0.83,331.26,0.03,0.01,23.66,0.1,9.34,0
consistency_maps,918723,quaver,dj TAKA,Monstrata,204,5.11758,182.0,9.0,3.6,203,8.0,video_game,507.0,363.0,3.0,0.42,182.0,873.0,127.83,63.85,0.11,0.31,134.28,270.0,26036.43,232.54,4.31,0.55,330.28,0.03,0.02,20.02,0.13,10.17,0
consistency_maps,959882,Prima Stella,Kano,Fycho,258,5.10767,180.0,9.0,4.0,246,7.0,pop,536.0,381.0,3.0,0.41,180.0,920.0,124.18,85.16,0.25,0.32,116.46,290.0,139388.58,278.56,3.59,0.45,402.04,0.02,0.07,45.0,0.11,11.85,0
consistency_maps,962134,Prima Stella,Kano,Fycho,255,2.16243,180.0,3.0,3.0,238,2.0,pop,117.0,187.0,2.0,0.61,180.0,306.0,142.04,65.64,0.0,0.34,129.09,103.0,998899.83,830.6,1.21,0.17,1003.58,0.05,0.0,0.0,0.18,13.81,0
consistency_maps,962135,Prima Stella,Kano,Fycho,258,2.43876,180.0,5.0,3.5,243,4.0,pop,135.0,259.0,9.0,0.64,180.0,403.0,139.37,60.65,0.0,0.33,135.67,135.0,693544.59,637.23,1.57,0.22,657.61,0.06,0.0,0.0,0.07,13.45,0
consistency_maps,962500,Prima Stella,Kano,Fycho,258,5.83004,180.0,9.3,4.0,257,8.5,pop,894.0,337.0,2.0,0.27,180.0,1233.0,135.31,91.41,0.31,0.28,122.13,350.0,28250.75,207.93,4.81,0.65,384.63,0.02,0.05,55.8,0.13,10.25,0
consistency_maps,965080,Prima Stella,Kano,Fycho,258,3.50934,180.0,8.0,4.0,246,6.0,pop,238.0,449.0,2.0,0.65,180.0,689.0,120.62,67.2,0.06,0.31,112.73,213.0,222776.73,372.09,2.69,0.32,424.45,0.03,0.03,10.8,0.11,12.31,0
consistency_maps,969661,Prima Stella,Kano,Fycho,258,5.4988,180.0,9.0,4.3,239,8.0,pop,520.0,327.0,4.0,0.38,180.0,851.0,133.46,98.51,0.24,0.32,124.76,274.0,267280.97,301.27,3.32,0.44,407.71,0.03,0.07,43.2,0.09,12.5,0
consistency_maps,979199,quaver,dj TAKA,Monstrata,198,2.54703,182.0,5.5,3.5,191,4.5,video_game,132.0,282.0,4.0,0.67,182.0,418.0,108.09,62.43,0.0,0.1,100.73,43.0,564681.06,470.99,2.13,0.23,502.9,0.08,0.0,0.0,0.07,13.24,0
consistency_maps,990654,quaver,dj TAKA,Monstrata,204,2.02557,182.0,4.0,3.0,198,3.0,video_game,92.0,194.0,5.0,0.67,182.0,291.0,123.93,53.96,0.0,0.16,96.02,48.0,424891.78,698.94,1.44,0.18,765.18,0.09,0.0,0.0,0.09,12.96,0
consistency_maps,1014244,quaver,dj TAKA,Monstrata,205,3.65983,182.0,8.0,3.6,198,6.0,video_game,249.0,386.0,1.0,0.61,182.0,636.0,117.02,53.06,0.04,0.12,114.19,78.0,91112.47,319.46,3.14,0.37,397.46,0.06,0.02,7.28,0.08,11.42,0
consistency_maps,1155253,Red Like Roses Part I & II (Edited Version),Jeff Williams,Sing,363,6.4578,210.0,9.6,4.0,329,9.2,anime,571.0,538.0,16.0,0.48,140.0,1125.0,222.15,97.38,0.04,0.26,251.58,294.0,127659.92,297.76,3.36,0.75,388.31,0.06,0.01,5.6,0.12,11.76,0
consistency_maps,1719416,R,Roselia,Doormat,278,6.53732,188.0,9.3,4.0,259,9.0,video_game,991.0,287.0,1.0,0.22,188.0,1279.0,165.74,115.15,0.27,0.36,181.28,455.0,180406.8,216.69,4.62,0.76,376.11,0.03,0.03,50.76,0.13,12.1,0
consistency_maps,1921332,R,Roselia,Doormat,278,2.23315,188.0,3.5,3.0,243,3.0,video_game,114.0,205.0,2.0,0.64,188.0,321.0,155.44,66.13,0.0,0.43,141.49,137.0,1388921.86,863.7,1.16,0.18,970.63,0.11,0.0,0.0,0.17,14.14,0
consistency_maps,1923402,R,Roselia,Doormat,278,2.68669,188.0,5.5,3.5,247,5.0,video_game,285.0,288.0,2.0,0.5,188.0,575.0,111.86,64.54,0.0,0.41,105.24,234.0,650577.54,481.51,2.08,0.23,565.25,0.06,0.0,0.0,0.09,13.39,0
consistency_maps,1930308,R,Roselia,Doormat,278,3.89436,188.0,8.0,4.0,245,7.0,video_game,325.0,453.0,1.0,0.58,188.0,779.0,109.23,67.97,0.08,0.38,115.37,293.0,440988.44,355.13,2.82,0.31,391.71,0.05,0.04,15.04,0.13,13.0,0
consistency_maps,1961963,R,Roselia,Doormat,278,5.28171,188.0,9.0,4.0,246,8.0,video_game,674.0,372.0,1.0,0.36,188.0,1047.0,125.86,87.86,0.27,0.38,133.25,398.0,336436.36,264.75,3.78,0.48,374.26,0.04,0.05,50.76,0.14,12.73,0
consistency_maps,1983436,R,Roselia,Doormat,278,6.09625,188.0,9.2,4.0,247,8.7,video_game,787.0,282.0,1.0,0.26,188.0,1070.0,180.75,116.73,0.21,0.33,195.29,356.0,302851.82,258.46,3.87,0.7,363.08,0.04,0.03,39.48,0.11,12.62,0
consistency_maps,2204234,Ray,PassCode,Akitoshi,222,6.27359,196.0,9.5,4.0,214,9.0,anime,657.0,356.0,2.0,0.35,196.0,1015.0,159.15,88.28,0.18,0.44,188.63,443.0,114196.04,218.42,4.58,0.73,342.32,0.02,0.02,35.28,0.16,11.65,0
consistency_maps,2205852,Ray,PassCode,Akitoshi,222,1.97581,196.0,4.0,3.0,206,2.5,anime,87.0,183.0,2.0,0.67,196.0,272.0,140.79,61.14,0.0,0.5,135.19,136.0,958055.07,816.7,1.23,0.17,962.11,0.08,0.0,0.0,0.08,13.77,0
consistency_maps,2206573,Ray,PassCode,Akitoshi,222,2.64752,196.0,5.5,3.2,206,4.0,anime,196.0,279.0,2.0,0.58,196.0,477.0,118.96,55.13,0.0,0.48,119.39,229.0,516262.68,465.29,2.15,0.26,547.51,0.04,0.0,0.0,0.13,13.15,0
consistency_maps,2208203,Ray,PassCode,Akitoshi,222,5.61856,196.0,9.3,4.0,214,8.5,anime,588.0,348.0,2.0,0.37,196.0,938.0,137.16,86.15,0.19,0.46,161.89,430.0,134519.9,236.37,4.24,0.58,379.14,0.03,0.03,37.24,0.15,11.81,0
consistency_maps,2210845,Ray,PassCode,Akitoshi,222,3.66659,196.0,8.0,3.5,206,6.0,anime,268.0,414.0,2.0,0.61,196.0,684.0,112.5,67.27,0.05,0.47,120.44,320.0,371792.83,324.27,3.09,0.35,403.92,0.03,0.02,9.8,0.14,12.83,0
consistency_maps,2217566,Ray,PassCode,Akitoshi,222,4.80934,196.0,9.0,3.8,206,7.5,anime,457.0,374.0,3.0,0.45,196.0,834.0,120.26,69.55,0.15,0.47,128.76,396.0,305708.43,265.88,3.77,0.45,362.21,0.03,0.04,29.4,0.16,12.63,0
consistency_maps,2483305,Puppy Raceway,Hyper Potions & SAMME,Niva,181,4.4316,145.0,9.2,4.0,177,7.5,electronic,181.0,466.0,0.0,0.72,145.0,647.0,120.51,66.48,0.13,0.35,134.77,228.0,86187.29,276.72,3.62,0.44,312.79,0.03,0.02,18.85,0.15,11.36,0
consistency_maps,2487680,Puppy Raceway,Hyper Potions & SAMME,Niva,181,3.59264,145.0,8.0,4.0,177,6.0,electronic,195.0,277.0,0.0,0.59,145.0,472.0,115.54,62.56,0.14,0.38,114.39,177.0,118898.33,379.53,2.64,0.3,507.17,0.04,0.05,20.3,0.07,11.69,0
consistency_maps,2492708,Puppy Raceway,Hyper Potions & SAMME,Niva,181,2.1372,145.0,5.5,3.5,177,4.0,electronic,115.0,193.0,1.0,0.62,145.0,309.0,108.23,62.52,0.0,0.36,119.21,112.0,183830.99,580.38,1.73,0.19,710.72,0.06,0.0,0.0,0.07,12.12,0
consistency_maps,2663987,Prima Stella,Kano,Kowari,249,1.99665,180.0,3.0,2.8,234,2.0,pop,124.0,194.0,3.0,0.6,180.0,321.0,138.02,58.38,0.01,0.33,135.11,107.0,698709.32,758.33,1.32,0.18,875.87,0.09,0.01,1.8,0.09,13.46,0
consistency_maps,2663988,Prima Stella,Kano,Kowari,257,5.6498,180.0,9.2,4.0,257,8.5,pop,707.0,415.0,1.0,0.37,180.0,1123.0,136.45,104.52,0.33,0.32,129.44,358.0,41237.0,228.24,4.39,0.6,395.4,0.02,0.08,59.4,0.14,10.63,0
consistency_maps,2663989,Prima Stella,Kano,Kowari,257,3.7179,180.0,8.0,4.0,241,7.0,pop,304.0,468.0,3.0,0.6,180.0,775.0,108.35,76.95,0.17,0.31,100.28,243.0,217510.54,324.18,3.09,0.33,382.31,0.02,0.1,30.6,0.11,12.29,0
consistency_maps,2663990,Prima Stella,Kano,Kowari,257,4.84611,180.0,9.0,4.0,252,8.0,pop,479.0,468.0,3.0,0.49,180.0,950.0,127.35,92.23,0.24,0.29,124.28,276.0,35261.65,264.93,3.78,0.48,372.5,0.02,0.1,43.2,0.14,10.47,0
consistency_maps,2663991,Prima Stella,Kano,Kowari,249,2.63271,180.0,5.0,3.0,234,4.0,pop,290.0,276.0,2.0,0.49,180.0,568.0,109.21,57.95,0.0,0.31,110.45,174.0,275229.96,427.98,2.34,0.26,489.13,0.03,0.0,0.0,0.16,12.53,0
consistency_maps,3160882,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,329,7.62702,260.0,9.8,4.0,309,9.4,metal,986.0,643.0,0.0,0.39,130.0,1629.0,163.76,91.42,0.59,0.48,187.1,789.0,196863.2,201.85,4.96,0.81,322.43,0.01,0.08,76.7,0.11,12.19,0
consistency_maps,3161068,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,327,2.6434,260.0,6.0,3.4,299,5.0,metal,223.0,279.0,0.0,0.56,130.0,502.0,171.58,72.6,0.0,0.5,174.85,249.0,726746.6,635.65,1.58,0.27,830.1,0.03,0.0,0.0,0.08,13.5,0
consistency_maps,3162528,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,327,2.01212,260.0,5.0,3.0,293,4.0,metal,185.0,213.0,1.0,0.53,130.0,399.0,162.08,69.88,0.0,0.52,162.61,207.0,1017595.99,800.15,1.25,0.2,994.92,0.05,0.0,0.0,0.16,13.83,0
consistency_maps,3166556,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,327,3.51889,260.0,7.3,3.6,299,6.2,metal,409.0,439.0,0.0,0.52,130.0,848.0,120.75,57.73,0.11,0.51,126.94,433.0,420432.77,375.99,2.66,0.32,524.23,0.03,0.11,14.3,0.08,12.95,0
consistency_maps,3172209,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,329,6.28934,260.0,9.4,4.0,309,8.6,metal,877.0,660.0,1.0,0.43,130.0,1538.0,116.48,75.49,0.54,0.48,125.1,734.0,207539.55,213.8,4.68,0.54,305.02,0.02,0.09,70.2,0.09,12.24,0
consistency_maps,3175960,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,329,4.31965,260.0,8.2,3.8,301,6.8,metal,569.0,508.0,1.0,0.47,130.0,1078.0,120.77,85.1,0.43,0.51,125.23,551.0,332120.02,298.26,3.36,0.4,420.35,0.02,0.18,55.9,0.06,12.71,0
consistency_maps,3184138,Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,329,5.1457,260.0,9.2,4.0,309,7.8,metal,795.0,659.0,1.0,0.45,130.0,1455.0,97.98,74.91,0.52,0.49,106.36,706.0,221377.22,226.01,4.43,0.43,319.14,0.02,0.1,67.6,0.08,12.31,0
consistency_maps,3299464,Rebirth the end Part I - Sasanqua,Noah feat. Ohsera Ai,Deca,398,7.17818,198.0,9.8,4.1,359,9.4,metal,1751.0,590.0,4.0,0.25,198.0,2345.0,134.22,114.52,0.47,0.0,0.0,0.0,272256.66,161.89,6.18,0.83,290.92,0.01,0.04,93.06,0.12,12.51,0
consistency_maps,824386,Sakura no Uta,Hana,Alyce,231,3.27099,180.0,6.0,3.2,208,4.5,video_game,163.0,436.0,2.0,0.73,180.0,601.0,125.5,43.87,0.0,0.35,127.01,213.0,1002624.9,382.08,2.62,0.33,401.79,0.02,0.0,0.0,0.09,13.82,0
consistency_maps,824388,Sakura no Uta,Hana,Alyce,231,3.40461,180.0,7.0,3.5,208,5.0,video_game,176.0,433.0,2.0,0.71,180.0,611.0,126.02,43.67,0.0,0.36,129.84,218.0,986446.96,375.82,2.67,0.34,399.56,0.02,0.0,0.0,0.09,13.8,0
consistency_maps,824389,Sakura no Uta,Hana,Alyce,231,4.8241,180.0,9.0,4.0,220,7.0,video_game,416.0,341.0,5.0,0.45,180.0,762.0,142.75,78.87,0.15,0.35,147.06,268.0,181984.89,301.14,3.33,0.47,428.4,0.02,0.04,27.0,0.13,12.11,0
