label,id,title,artist,creator,total_length,star_rating,bpm,ar,cs,hit_length,od,genre,circles,sliders,spinners,slider_ratio,base_bpm,total_notes,mean_distance,std_distance,stream_density,kiai_note_ratio,kiai_mean_dist,kiai_note_count,interval_variance,mean_interval_ms,notes_per_second,mean_velocity,mean_sliders_length,rhythm_complexity,burst_density,speed_index,alt_ratio,interval_variance_log,ar_od_ratio
precision_maps,3648348,Ruby no Kokoro,orange pekoe,yeastiest,307,6.73884,140.0,9.2,5.0,296,8.5,jazz,473.0,771.0,1.0,0.62,139.0,1245.0,149.89,85.65,0.39,0.0,0.0,0.0,73103.13,240.63,4.16,0.62,316.78,0.14,0.16,54.21,0.09,11.2,0
precision_maps,3681868,Seisen no Tori,Feryquitous feat. Risa Yuzuki,My Angel Jeremy,214,5.61394,180.0,9.2,5.0,214,8.2,electronic,561.0,381.0,1.0,0.4,180.0,943.0,113.39,79.72,0.22,0.27,137.66,259.0,26761.47,226.56,4.42,0.5,345.12,0.03,0.03,39.6,0.16,10.19,0
precision_maps,3697550,Reishiki,-45,-45,147,5.94325,120.0,9.0,5.0,131,9.0,electronic,481.0,150.0,3.0,0.24,120.0,634.0,98.25,66.86,0.62,0.59,90.94,372.0,215725.85,227.49,4.4,0.43,327.5,0.02,0.04,74.4,0.13,12.28,0
precision_maps,3714739,Rise Above,Soleily feat. SUNRaiSE,Nytrocide_,175,5.75173,174.0,9.4,5.0,166,8.2,electronic,442.0,284.0,4.0,0.39,174.0,730.0,122.84,82.27,0.29,0.29,142.85,211.0,209573.97,238.52,4.2,0.52,346.66,0.03,0.05,50.46,0.19,12.25,0
precision_maps,3880919,reunion <Platinum Long Version>,Tatsh,Luscent,267,6.68274,184.0,9.3,5.0,191,9.0,video_game,987.0,203.0,3.0,0.17,184.0,1193.0,124.56,105.61,0.45,0.31,144.55,375.0,13696.78,160.58,6.23,0.78,321.63,0.02,0.04,82.8,0.11,9.52,0
precision_maps,3890660,Sanctuary,Rabbit House,funny,178,6.47952,188.0,9.3,5.0,159,9.4,electronic,512.0,391.0,0.0,0.43,188.0,903.0,122.25,90.42,0.27,0.0,0.0,0.0,129881.14,187.17,5.35,0.65,270.98,0.03,0.05,50.76,0.11,11.77,0
precision_maps,3919471,Rendezvous,FELT,tor,207,6.09192,94.0,9.3,5.0,206,9.0,pop,278.0,522.0,1.0,0.65,94.0,801.0,136.41,90.4,0.58,0.32,190.51,260.0,51846.2,258.71,3.87,0.53,306.41,0.02,0.04,54.52,0.16,10.86,0
precision_maps,4041838,reunion,Tatsh,muya-,115,6.05854,184.0,8.0,5.0,114,8.0,video_game,509.0,154.0,0.0,0.23,184.0,663.0,105.49,82.17,0.38,0.0,0.0,0.0,11668.95,172.65,5.8,0.61,327.63,0.02,0.04,69.92,0.07,9.36,0
precision_maps,4251399,Seeker,M2U,milr_,132,6.03485,150.0,8.5,5.0,119,7.5,unspecified,522.0,187.0,0.0,0.26,150.0,709.0,89.73,65.08,0.56,0.0,0.0,0.0,234207.28,185.88,5.39,0.48,269.89,0.01,0.08,84.0,0.13,12.36,0
precision_maps,4257812,SELF CONTROL!!,Saint Snow,Tycani,230,5.59741,120.0,9.0,5.0,222,9.0,rock,466.0,374.0,3.0,0.44,120.0,843.0,132.85,85.34,0.48,0.0,0.0,0.0,111631.64,272.57,3.67,0.49,389.85,0.02,0.12,57.6,0.16,11.62,0
precision_maps,4360710,Rush,Troye Sivan,rHO,150,5.24784,126.0,9.4,5.0,150,8.5,pop,240.0,353.0,2.0,0.59,126.0,595.0,128.31,89.7,0.36,0.54,159.9,320.0,23433.39,253.33,3.95,0.51,324.43,0.03,0.07,45.36,0.15,10.06,0
precision_maps,4380244,Rush,Troye Sivan,rHO,150,5.3138,126.0,9.2,5.0,150,8.8,pop,240.0,353.0,2.0,0.59,126.0,595.0,130.35,91.88,0.36,0.5,162.49,298.0,23435.38,253.33,3.95,0.51,324.43,0.02,0.06,45.36,0.15,10.06,0
precision_maps,4647946,rumrum triplets,yu_tokiwa.djw,Muya,122,6.85501,192.0,9.0,5.0,117,9.0,unspecified,576.0,154.0,1.0,0.21,192.0,731.0,95.15,79.53,0.56,0.0,0.0,0.0,26079.35,160.85,6.23,0.59,297.01,0.03,0.03,107.52,0.13,10.17,0
precision_maps,4673187,Sengoku HOP,YUC'e,hifu,198,6.42378,110.0,9.6,5.0,175,9.3,unspecified,747.0,269.0,1.0,0.26,110.0,1017.0,102.17,83.63,0.55,0.54,101.93,550.0,242034.68,194.34,5.15,0.53,300.79,0.02,0.01,60.5,0.19,12.4,0
precision_maps,4708640,Ryuuseigun,Camellia,Atlust,267,6.62739,175.0,9.5,5.0,257,8.5,electronic,524.0,729.0,4.0,0.58,175.0,1257.0,121.9,84.21,0.25,0.0,0.0,0.0,96738.52,212.78,4.7,0.57,251.47,0.03,0.03,43.75,0.14,11.48,0
precision_maps,63893,Shinkou Fuuka Kyoku ~ Native Faith,dBu,saymun,105,5.33862,172.0,8.0,5.0,105,8.0,video_game,416.0,98.0,1.0,0.19,172.0,515.0,69.95,80.79,0.56,0.27,19.95,140.0,39982.6,203.6,4.92,0.34,475.18,0.04,0.03,96.32,0.04,10.6,0
precision_maps,89171,Smack My Bitch Up,The Prodigy,whymeman,211,5.75603,136.2,9.0,5.0,158,8.0,electronic,664.0,83.0,1.0,0.11,136.2,748.0,121.63,92.83,0.35,0.54,135.93,402.0,465710.44,253.58,3.95,0.48,583.87,0.03,0.02,47.67,0.23,13.05,0
precision_maps,115384,Silent Voyage to Eternity,Demetori,brikel,278,5.90911,170.0,8.0,5.0,263,8.0,video_game,1177.0,262.0,3.0,0.18,170.0,1442.0,91.84,84.69,0.48,0.39,100.47,564.0,125045.8,192.02,5.21,0.48,362.01,0.02,0.06,81.6,0.17,11.74,0
precision_maps,116938,Silent Voyage to Eternity,Demetori,brikel,278,5.21074,170.0,9.0,5.0,236,7.0,video_game,797.0,256.0,7.0,0.24,170.0,1060.0,92.53,72.48,0.41,0.42,96.4,450.0,430427.06,261.29,3.83,0.35,525.05,0.03,0.03,69.7,0.11,12.97,0
precision_maps,118969,Shuffle Heaven,RYO,AngelHoney,113,6.50953,190.0,9.0,5.0,111,6.0,video_game,616.0,166.0,1.0,0.21,190.0,783.0,78.87,81.23,0.58,0.3,79.85,237.0,14574.06,141.03,7.1,0.56,288.67,0.03,0.04,110.2,0.09,9.59,0
precision_maps,146235,Skype x Can Can,Ara Potato,Real,102,5.63768,195.14,9.0,5.0,101,8.0,novelty,244.0,156.0,2.0,0.39,195.14,402.0,121.97,83.8,0.17,0.34,131.69,135.0,32354.37,249.96,4.01,0.49,391.75,0.04,0.01,33.17,0.1,10.38,0
precision_maps,332962,snow prism,Qrispy Joybox,ktgster,106,5.78515,196.0,9.0,5.0,105,8.0,video_game,429.0,83.0,3.0,0.16,196.0,515.0,98.94,77.69,0.25,0.19,131.59,98.0,46228.27,203.54,4.92,0.49,357.73,0.03,0.04,49.0,0.09,10.74,0
precision_maps,386760,snow storm -euphoria-,Yooh,ktgster,117,6.03477,180.0,9.0,5.0,115,8.0,video_game,762.0,126.0,2.0,0.14,180.0,890.0,55.03,44.7,0.73,0.56,54.08,496.0,35216.22,128.86,7.77,0.43,248.38,0.03,0.03,131.4,0.1,10.47,0
precision_maps,439135,sola,nmk,sjoy,137,6.27847,195.0,9.3,5.0,126,9.0,video_game,714.0,211.0,3.0,0.23,195.0,928.0,75.06,67.9,0.56,0.27,74.39,246.0,9715.11,135.51,7.39,0.55,250.86,0.02,0.07,109.2,0.14,9.18,0
precision_maps,964130,Showdown,USAO,Side,119,5.47975,178.0,9.4,5.0,108,8.7,electronic,254.0,204.0,1.0,0.44,178.0,459.0,140.87,73.63,0.14,0.43,157.02,196.0,24112.32,235.51,4.26,0.6,337.49,0.03,0.02,24.92,0.12,10.09,0
precision_maps,1101611,"Sonata No.14 in cis-Moll, Op. 27/2 - 3. Satz",Bernd Krueger,Fenza,411,6.3955,166.74,9.4,5.0,411,8.0,classical,1682.0,554.0,0.0,0.25,166.74,2236.0,86.55,79.62,0.51,0.18,114.24,408.0,33998.32,183.46,5.45,0.47,370.72,0.11,0.04,85.04,0.04,10.43,0
precision_maps,1513541,SHA,sakuraburst,handsome,243,6.13766,170.0,9.6,6.0,197,9.0,electronic,367.0,474.0,5.0,0.56,170.0,846.0,128.07,89.14,0.33,0.0,0.0,0.0,816597.96,261.89,3.82,0.49,362.83,0.03,0.2,56.1,0.13,13.61,0
precision_maps,1513544,SHA,sakuraburst,handsome,243,4.96925,170.0,9.0,5.0,197,8.0,electronic,295.0,464.0,2.0,0.61,170.0,761.0,102.17,75.87,0.27,0.0,0.0,0.0,891836.47,291.18,3.44,0.35,381.92,0.03,0.15,45.9,0.06,13.7,0
precision_maps,1554713,Sinus ~Secret Heart~,yak_won,ktgster,113,6.23831,142.0,9.0,5.0,113,8.0,video_game,577.0,179.0,1.0,0.24,142.0,757.0,70.9,54.9,0.7,0.0,0.0,0.0,6062.1,148.81,6.73,0.48,257.89,0.01,0.03,99.4,0.13,8.71,0
precision_maps,1607114,Shounen wa Sora o Tadoru,Power Of Nature,Beomsan,118,5.83189,140.0,9.7,5.0,117,7.6,video_game,437.0,209.0,2.0,0.32,140.0,648.0,78.69,64.45,0.56,0.15,91.52,96.0,43606.54,180.5,5.55,0.44,279.06,0.04,0.05,78.4,0.11,10.68,0
precision_maps,1716795,Shirayama Hime no Kami,DWMw,rustbell,140,7.29784,160.0,9.3,5.0,137,9.4,other,747.0,140.0,1.0,0.16,160.0,888.0,86.35,77.94,0.55,0.03,113.54,27.0,15737.3,153.92,6.5,0.56,326.25,0.02,0.07,88.0,0.06,9.66,0
precision_maps,1859223,Shiten,RD-Sounds feat. Meramipop/nayuta,Hailie,354,7.89411,177.0,9.4,5.0,320,9.0,video_game,1594.0,366.0,2.0,0.19,163.0,1962.0,145.81,95.73,0.42,0.31,152.0,605.0,30806.65,165.3,6.05,0.88,303.8,0.01,0.07,68.46,0.16,10.34,0
precision_maps,1859247,Shiten,RD-Sounds feat. Meramipop/nayuta,Hailie,354,7.86764,177.0,9.3,5.0,318,8.5,video_game,1479.0,418.0,2.0,0.22,163.0,1899.0,136.51,87.68,0.41,0.32,140.86,609.0,70449.07,170.79,5.86,0.8,303.18,0.01,0.08,66.83,0.19,11.16,0
precision_maps,1891907,Signals,Magnetude,Firebool,155,6.22743,174.0,9.4,5.0,133,9.0,electronic,482.0,310.0,1.0,0.39,174.0,793.0,126.57,98.34,0.42,0.37,140.3,291.0,10875.71,167.19,5.99,0.76,250.02,0.03,0.05,73.08,0.16,9.29,0
precision_maps,2006097,SORA-VII Cygnus Wall,Hisui,KnightC0re,143,5.8824,180.0,9.4,5.0,143,9.0,video_game,489.0,256.0,0.0,0.34,180.0,745.0,87.88,65.69,0.18,0.48,96.77,360.0,14257.15,191.53,5.23,0.46,286.44,0.03,0.02,32.4,0.14,9.57,0
precision_maps,2033623,Shakah,Feryquitous,Rtyzen,232,4.99442,191.0,8.0,5.0,182,8.0,unspecified,507.0,370.0,0.0,0.42,191.0,877.0,97.78,53.28,0.12,0.24,107.86,207.0,452163.85,229.33,4.37,0.43,294.6,0.01,0.02,22.92,0.24,13.02,0
precision_maps,2227244,serotonin,sakuraburst,Kawashiro,161,4.13283,170.0,9.2,5.4,127,7.0,electronic,50.0,214.0,3.0,0.8,170.0,267.0,125.83,72.3,0.03,0.0,0.0,0.0,1491112.64,547.32,1.83,0.23,452.47,0.11,0.01,5.1,0.07,14.22,0
precision_maps,2625446,Shadow Flower,ned,DeviousPanda,112,6.09445,142.0,8.0,5.0,112,8.0,electronic,285.0,215.0,0.0,0.43,142.0,500.0,122.3,87.51,0.39,0.62,127.31,312.0,26586.75,223.55,4.48,0.55,329.74,0.04,0.01,55.38,0.09,10.19,0
precision_maps,2666683,Shiuryu,Azu,milr_,131,6.22581,194.0,9.3,5.0,125,8.0,video_game,489.0,204.0,3.0,0.29,194.0,696.0,106.82,74.71,0.27,0.32,84.82,221.0,32775.92,179.91,5.57,0.59,283.97,0.05,0.02,52.38,0.14,10.4,0
precision_maps,2940257,Shounen Heart (TV Size),HOME MADE KAZOKU,jieusieu,90,5.72348,118.0,9.0,5.0,68,8.0,hip_hop,137.0,149.0,0.0,0.52,118.0,286.0,174.9,86.63,0.46,0.49,185.93,140.0,222904.33,257.81,3.89,0.68,301.52,0.05,0.09,54.28,0.19,12.31,0
precision_maps,3040317,shibuya (feat. San Holo),Covet,VenerableNyanta,340,6.58126,126.0,9.5,5.0,319,9.0,rock,731.0,634.0,0.0,0.46,126.0,1365.0,136.09,91.33,0.4,0.0,0.0,0.0,359518.53,248.96,4.02,0.55,334.25,0.04,0.04,50.4,0.12,12.79,0
precision_maps,3181228,Shanghai Alice of Meiji 17,ZUN,YokesPai,184,5.67687,144.0,8.0,5.0,184,8.0,unspecified,853.0,204.0,1.0,0.19,144.0,1058.0,96.36,82.23,0.52,0.0,0.0,0.0,8763.65,173.54,5.77,0.56,281.9,0.01,0.01,74.88,0.15,9.08,0
precision_maps,3290176,Simurgh no Mezame,"BEMANI Sound Team ""DJ TOTTO"" feat. rionos",Uberzolik,123,5.82813,190.0,9.0,5.0,121,8.0,electronic,461.0,190.0,0.0,0.29,190.0,651.0,79.22,76.88,0.47,0.3,86.88,193.0,23037.45,187.53,5.34,0.42,331.11,0.03,0.06,89.3,0.13,10.04,0
precision_maps,3331199,Shippuujinrai,KUMOKIRI,Kloyd,111,6.31568,180.0,9.5,5.0,110,9.0,electronic,722.0,116.0,1.0,0.14,180.0,839.0,68.51,66.84,0.61,0.0,0.0,0.0,8277.8,131.07,7.64,0.52,240.66,0.02,0.03,109.8,0.1,9.02,0
precision_maps,3354314,Snake Stick,DJ Yoshitaka vs. DJ Mass MAD Izm*,Hollow Wings,108,5.87139,145.0,9.0,5.0,107,8.0,electronic,319.0,279.0,1.0,0.47,145.0,599.0,91.81,63.56,0.5,0.0,0.0,0.0,9098.99,180.08,5.56,0.51,245.99,0.03,0.05,72.5,0.1,9.12,0
precision_maps,3450142,SORA-V Cosmic Bird,Torine,KnightC0re,112,5.74079,135.0,9.2,5.0,108,8.0,electronic,326.0,186.0,0.0,0.36,135.0,512.0,133.73,94.73,0.26,0.62,138.96,316.0,46391.3,215.48,4.65,0.62,328.94,0.05,0.02,35.1,0.13,10.74,0
precision_maps,3617054,Solo Cup,Down,Down,155,4.79534,190.0,8.0,5.0,153,8.0,jazz,386.0,282.0,1.0,0.42,190.0,669.0,100.43,69.76,0.01,0.33,90.39,218.0,19679.09,228.96,4.37,0.44,317.64,0.03,0.01,1.9,0.18,9.89,0
precision_maps,3663931,Shadow Flower,ned,Flowziee,112,6.09445,142.0,8.0,5.0,112,8.0,pop,285.0,215.0,0.0,0.43,142.0,500.0,122.3,87.51,0.39,0.62,127.31,312.0,26586.75,223.55,4.48,0.55,329.74,0.04,0.01,55.38,0.09,10.19,0
precision_maps,3765088,Sheriruth(from.Arcaea),Team Grimoire,Kloyd,159,6.42019,185.0,9.4,5.0,156,9.0,metal,720.0,264.0,1.0,0.27,185.0,985.0,101.66,94.54,0.44,0.0,0.0,0.0,15619.13,158.21,6.33,0.64,249.09,0.02,0.03,81.4,0.1,9.66,0
precision_maps,3765089,Sheriruth(from.Arcaea),Team Grimoire,Kloyd,159,6.48592,185.0,9.4,5.3,156,9.0,metal,720.0,264.0,1.0,0.27,185.0,985.0,100.56,93.87,0.44,0.0,0.0,0.0,15619.13,158.21,6.33,0.64,249.09,0.02,0.03,81.4,0.1,9.66,0
precision_maps,3854282,Shadow World,"BEMANI Sound Team ""HuMeR x Nekomata Master"" feat. Emi Evans",Hakurei Yoru,121,5.79422,180.0,9.1,5.0,117,8.2,video_game,387.0,243.0,2.0,0.38,180.0,632.0,93.97,80.28,0.44,0.33,98.58,211.0,35024.69,190.04,5.27,0.49,298.7,0.05,0.08,79.2,0.11,10.46,0
precision_maps,3956374,Shadow World,"BEMANI Sound Team ""HuMeR x Nekomata Master"" feat. Emi Evans",Hakurei Yoru,117,5.90578,180.0,9.2,5.0,116,8.0,video_game,202.0,328.0,2.0,0.62,180.0,532.0,130.18,83.15,0.24,0.0,0.0,0.0,32698.51,218.61,4.58,0.6,274.65,0.03,0.04,43.2,0.13,10.4,0
precision_maps,4021376,Shuumatsu wo ou mono,S-C-UxPON,milr_,104,6.39891,185.0,9.3,5.0,104,8.5,electronic,595.0,117.0,1.0,0.16,185.0,713.0,91.77,77.13,0.48,0.22,100.29,155.0,7700.24,146.45,6.84,0.63,253.16,0.03,0.06,88.8,0.18,8.95,0
precision_maps,4275960,Soap Lagoon,MASA WORKS DESIGN,yaspo,200,6.70771,130.0,9.3,5.3,178,10.0,unspecified,726.0,271.0,0.0,0.27,130.0,997.0,138.37,100.18,0.55,0.0,0.0,0.0,6631.0,179.33,5.58,0.77,259.84,0.01,0.04,71.5,0.17,8.8,0
precision_maps,4629502,Shuu no Hazama,Silentroom,Local Hero,221,6.0761,174.0,9.3,5.0,212,8.7,electronic,740.0,399.0,2.0,0.35,174.0,1141.0,75.0,70.01,0.5,0.0,0.0,0.0,227623.72,193.28,5.18,0.39,290.17,0.01,0.07,87.0,0.13,12.34,0
precision_maps,4645970,snow stars,sanwari,ktgster,139,5.22316,130.0,8.0,5.0,119,8.0,electronic,640.0,93.0,0.0,0.13,130.0,733.0,64.44,53.85,0.74,0.24,55.93,178.0,19771.98,164.57,6.08,0.39,265.56,0.02,0.03,96.2,0.13,9.89,0
precision_maps,4681819,Snowy pegasus (HD-RMX),69 de 74,Reywateil,112,5.8253,166.0,9.0,5.0,109,9.0,electronic,477.0,130.0,0.0,0.21,166.0,607.0,90.26,70.69,0.47,0.0,0.0,0.0,21765.33,180.72,5.54,0.5,341.85,0.03,0.05,78.02,0.18,9.99,0
precision_maps,4703543,Sewing Machine,yak_won,FcEazy,124,5.89786,150.0,8.5,5.0,123,9.0,unspecified,804.0,187.0,1.0,0.19,150.0,992.0,69.38,72.71,0.79,0.36,82.0,361.0,4135.99,124.22,8.06,0.56,212.37,0.0,0.02,118.5,0.1,8.33,0
precision_maps,4733253,Shounen A,Remixed by Shounen Radio,sstari,129,5.26812,90.0,9.0,5.0,91,8.0,electronic,335.0,150.0,1.0,0.31,90.0,486.0,87.5,77.43,0.67,0.0,0.0,0.0,77855.62,197.0,5.09,0.44,346.14,0.06,0.03,60.3,0.07,11.26,0
precision_maps,4837351,Shimmer City,TANUKI,Megafan,187,4.93472,118.0,6.0,5.0,187,9.0,electronic,324.0,406.0,1.0,0.56,118.0,731.0,122.26,76.09,0.38,0.37,123.99,270.0,18944.28,256.33,3.91,0.48,345.04,0.02,0.09,44.84,0.19,9.85,0
precision_maps,4870750,Shirayama Hime no Kami,DWMw,milr_,151,5.38016,160.0,9.0,5.0,148,7.0,electronic,429.0,218.0,1.0,0.34,160.0,648.0,70.62,53.14,0.31,0.0,0.0,0.0,89204.75,229.81,4.36,0.31,372.59,0.02,0.12,49.6,0.03,11.4,0
precision_maps,4894723,Shin Sennen Joou,Shiraishi,Shurelia,152,7.02952,160.0,9.3,5.0,147,9.3,electronic,1082.0,120.0,0.0,0.1,160.0,1202.0,79.06,51.43,0.55,0.3,123.61,360.0,3777.09,122.4,8.18,0.65,221.86,0.01,0.0,88.0,0.07,8.24,0
precision_maps,28065,StrangeProgram,DJ Sharpnel,happy30,214,5.96204,215.0,8.0,5.0,179,8.0,electronic,438.0,265.0,3.0,0.38,215.0,706.0,113.12,83.82,0.03,0.11,126.36,76.0,430793.9,283.23,3.54,0.4,409.1,0.03,0.01,6.45,0.09,12.97,0
precision_maps,64996,The Five,Cranky,tsukamaete,123,5.18009,160.0,8.0,5.0,117,8.0,video_game,359.0,122.0,3.0,0.25,160.0,484.0,100.96,83.32,0.29,0.0,0.0,0.0,98813.4,250.58,4.0,0.4,416.48,0.03,0.04,46.4,0.16,11.5,0
precision_maps,96358,Suishou-Sekai ~Fracture~,wa. remixed celas,soulfear,113,5.64207,180.0,9.0,5.0,110,8.0,video_game,480.0,150.0,2.0,0.24,180.0,632.0,84.56,68.54,0.33,0.0,0.0,0.0,12877.62,173.27,5.78,0.49,271.12,0.02,0.06,59.4,0.08,9.46,0
precision_maps,274236,The Fairy's Adventurous Tale,Jun.A,KanbeKotori,134,6.27626,220.0,9.0,5.0,134,8.0,video_game,469.0,227.0,1.0,0.33,220.0,697.0,110.27,78.49,0.19,0.44,118.58,308.0,16086.06,191.22,5.24,0.58,318.03,0.03,0.05,41.8,0.12,9.69,0
precision_maps,499713,squartatrice,Miki Sayaka vs. Miki Sayaka (fw. Miki Sayaka),soulfear,129,6.9826,180.0,9.5,5.0,126,8.0,electronic,709.0,166.0,1.0,0.19,180.0,876.0,95.31,81.2,0.4,0.0,0.0,0.0,4440.39,143.81,6.96,0.66,220.37,0.01,0.02,72.0,0.11,8.4,0
precision_maps,581939,Supernova,Awake,wa_,150,6.26486,190.0,9.2,5.0,131,9.0,unspecified,643.0,184.0,1.0,0.22,190.0,828.0,95.72,83.18,0.46,0.44,110.12,368.0,16249.19,157.51,6.36,0.61,320.94,0.03,0.05,87.4,0.09,9.7,0
precision_maps,815300,Tenkuu no Hana,S-C-U x U1 overground,handsome,108,6.09372,180.0,9.4,5.0,106,9.0,unspecified,488.0,145.0,0.0,0.23,180.0,633.0,81.58,68.21,0.47,0.0,0.0,0.0,17136.01,166.67,6.01,0.49,307.63,0.04,0.04,84.6,0.1,9.75,0
precision_maps,1013138,Tenkuu no hana,S-C-U  U1 overground,rs_fadeaway,108,6.38882,180.0,9.6,5.0,106,8.0,unspecified,384.0,234.0,1.0,0.38,180.0,619.0,106.39,77.03,0.43,0.0,0.0,0.0,13976.52,170.44,5.88,0.62,264.01,0.03,0.05,77.4,0.13,9.55,0
precision_maps,1514465,Stutter,Shindig,squirrelpascals,129,5.49655,120.0,9.0,5.5,127,9.0,pop,202.0,151.0,1.0,0.43,120.0,354.0,141.57,78.4,0.12,0.0,0.0,0.0,231469.38,362.6,2.77,0.39,557.25,0.07,0.02,14.4,0.08,12.35,0
precision_maps,1598715,Sweet Requiem,REDALiCE vs. aran,Kaifin,118,6.51437,190.0,9.8,5.0,108,8.8,unspecified,305.0,280.0,0.0,0.48,190.0,585.0,126.32,90.65,0.24,0.22,179.67,131.0,181519.08,201.15,4.98,0.63,248.2,0.05,0.03,45.6,0.1,12.11,0
precision_maps,1633126,squartatrice,Miki Sayaka vs. Miki Sayaka (fw. Miki Sayaka),soulfear,129,5.88666,180.0,9.3,5.0,126,8.0,electronic,641.0,140.0,1.0,0.18,180.0,782.0,82.01,74.84,0.4,0.0,0.0,0.0,13617.99,161.12,6.21,0.51,258.96,0.01,0.03,72.0,0.14,9.52,0
precision_maps,1707533,The Government Knows,KNOWER,Woey,218,6.91571,146.0,8.5,5.0,203,8.0,pop,827.0,281.0,2.0,0.25,146.0,1110.0,105.9,63.7,0.64,0.43,119.05,478.0,162207.72,194.18,5.15,0.55,322.14,0.02,0.06,93.44,0.09,12.0,0
precision_maps,1809913,The back of Beyond,M2U,yaspo,101,5.75826,120.0,8.0,5.0,99,8.0,video_game,260.0,104.0,0.0,0.29,120.0,364.0,136.67,76.26,0.39,0.0,0.0,0.0,51819.6,272.38,3.68,0.5,492.72,0.05,0.07,46.8,0.1,10.86,0
precision_maps,2115650,Still in my heart feat. Punipuni Denki,PSYQUI,Typ4,211,6.71642,172.0,9.0,5.0,191,8.0,electronic,880.0,191.0,4.0,0.18,172.0,1075.0,98.07,70.13,0.51,0.26,108.97,282.0,274392.06,194.56,5.14,0.5,310.02,0.02,0.06,87.72,0.15,12.52,0
precision_maps,2191767,Teleportation,capsule,_xyliac,261,5.94551,175.0,8.5,5.0,261,9.0,electronic,957.0,306.0,1.0,0.24,175.0,1264.0,105.57,67.75,0.24,0.35,125.47,444.0,42438.23,206.06,4.86,0.51,372.7,0.02,0.02,42.0,0.14,10.66,0
precision_maps,2219979,The last of world music,"BEMANI Sound Team ""Nekomata Master""",Heilia,124,5.98036,255.0,9.4,5.0,123,8.5,folk,296.0,342.0,0.0,0.54,255.0,638.0,114.49,77.05,0.05,0.22,113.37,139.0,7631.14,192.63,5.2,0.59,256.85,0.03,0.02,12.75,0.16,8.94,0
precision_maps,2219980,The last of world music,"BEMANI Sound Team ""Nekomata Master""",Heilia,124,6.02312,255.0,9.5,5.0,123,9.0,folk,491.0,226.0,1.0,0.31,255.0,718.0,91.06,64.23,0.04,0.0,0.0,1.0,9127.17,171.38,5.84,0.53,268.33,0.02,0.01,10.2,0.13,9.12,0
precision_maps,2251854,Sounan,Tokyo Jihen,Arkisol,198,5.96382,156.0,9.0,5.0,197,8.0,unspecified,850.0,293.0,1.0,0.26,159.0,1144.0,104.07,86.81,0.45,0.0,0.0,0.0,7959.98,172.35,5.81,0.6,270.73,0.07,0.02,71.55,0.14,8.98,0
precision_maps,2311598,Stealth-Dash,Camellia,Seolv,333,5.88494,174.0,9.0,7.0,299,8.7,electronic,542.0,560.0,7.0,0.5,174.0,1109.0,71.73,58.56,0.33,0.23,60.98,255.0,505850.0,298.15,3.36,0.24,390.65,0.04,0.06,57.42,0.09,13.13,0
precision_maps,2349996,Suicide Parade,Yurry Canon feat. GUMI,Starfy,190,5.07094,176.0,8.5,5.0,189,7.5,rock,574.0,251.0,0.0,0.3,176.0,825.0,93.0,68.47,0.25,0.29,113.15,240.0,30937.12,228.27,4.39,0.41,401.79,0.03,0.05,44.0,0.13,10.34,0
precision_maps,2467479,Sour Candy,"Lady Gaga, BLACKPINK",Mao,156,4.75746,120.0,9.0,5.0,149,8.0,pop,300.0,307.0,0.0,0.51,120.0,607.0,107.86,76.19,0.34,0.16,155.47,95.0,17694.73,245.67,4.08,0.44,317.81,0.02,0.03,40.8,0.11,9.78,0
precision_maps,2487840,The Five [Short Edit],Cranky,AJT,123,5.95316,160.0,8.0,5.0,117,8.0,electronic,475.0,92.0,1.0,0.16,160.0,568.0,123.11,94.59,0.29,0.28,110.75,159.0,76046.29,213.46,4.69,0.58,409.68,0.03,0.01,46.4,0.14,11.24,0
precision_maps,2567560,Tanuki Chi no Bouken,MAKOOTO,0ugi,74,3.98495,132.0,6.0,5.0,73,7.0,electronic,128.0,46.0,0.0,0.26,132.0,174.0,167.19,82.17,0.0,0.0,0.0,0.0,76067.18,419.08,2.4,0.4,854.74,0.06,0.0,0.0,0.1,11.24,0
precision_maps,2693308,Stardew,Rameses B,Basherman,399,6.49854,174.0,9.4,5.0,340,9.0,electronic,2115.0,317.0,2.0,0.13,174.0,2434.0,92.41,80.86,0.55,0.45,91.63,1105.0,446423.48,149.88,6.67,0.62,242.01,0.01,0.0,95.7,0.17,13.01,0
precision_maps,2764825,Super Driver,Will Stetson,Sonnyc,85,5.66437,200.0,9.0,7.0,69,9.0,anime,115.0,7.0,2.0,0.06,200.0,124.0,365.28,147.4,0.0,0.58,415.73,72.0,187433.4,565.76,1.78,0.65,2057.14,0.07,0.0,0.0,0.06,12.14,0
precision_maps,2871777,Tantanmen,Memme,lewski,108,5.52085,185.0,9.0,5.0,106,8.5,unspecified,507.0,166.0,0.0,0.25,185.0,673.0,70.52,72.78,0.47,0.0,0.0,0.0,10939.44,157.33,6.37,0.45,285.53,0.02,0.05,86.95,0.16,9.3,0
precision_maps,2904383,swordland,Kajiura Yuki,MinG3012,165,5.69254,130.0,9.0,5.0,157,7.5,anime,621.0,171.0,1.0,0.22,130.0,793.0,116.64,85.66,0.53,0.0,171.33,3.0,79087.21,206.29,4.85,0.57,324.39,0.02,0.05,68.9,0.18,11.28,0
